username,retweet_count,favorite_count,month,day,hour
SebasGalmarini,30,44,9,3,19
SebasGalmarini,40,44,9,3,20
SebasGalmarini,117,176,9,3,21
SebasGalmarini,0,0,9,3,22
SebasGalmarini,0,0,9,3,23
SebasGalmarini,0,0,10,3,0
SebasGalmarini,0,0,10,3,1
SebasGalmarini,0,0,10,3,2
SebasGalmarini,0,0,10,3,3
SebasGalmarini,0,0,10,3,4
SebasGalmarini,0,0,10,3,5
SebasGalmarini,0,0,10,3,6
SebasGalmarini,0,1,10,3,7
SebasGalmarini,64,53,10,3,8
SebasGalmarini,0,0,10,3,9
SebasGalmarini,67,76,10,3,10
SebasGalmarini,115,127,10,3,11
SebasGalmarini,0,0,10,3,12
SebasGalmarini,0,0,10,3,13
SebasGalmarini,41,43,10,3,14
SebasGalmarini,215,264,10,3,15
SebasGalmarini,139,100,10,3,16
SebasGalmarini,26,26,10,3,17
SebasGalmarini,0,0,10,3,18
SebasGalmarini,0,0,10,3,19
SebasGalmarini,0,0,10,3,20
SebasGalmarini,0,0,10,3,21
SebasGalmarini,0,0,10,3,22
SebasGalmarini,0,0,10,3,23
SebasGalmarini,0,0,11,3,0
SebasGalmarini,0,0,11,3,1
SebasGalmarini,0,0,11,3,2
SebasGalmarini,0,0,11,3,3
SebasGalmarini,0,0,11,3,4
SebasGalmarini,0,0,11,3,5
SebasGalmarini,0,0,11,3,6
SebasGalmarini,0,25,11,3,7
SebasGalmarini,0,0,11,3,8
SebasGalmarini,0,0,11,3,9
SebasGalmarini,0,0,11,3,10
SebasGalmarini,29,64,11,3,11
SebasGalmarini,0,0,11,3,12
SebasGalmarini,0,0,11,3,13
SebasGalmarini,27,41,11,3,14
SebasGalmarini,0,0,11,3,15
SebasGalmarini,0,0,11,3,16
SebasGalmarini,5,7,11,3,17
SebasGalmarini,0,0,11,3,18
SebasGalmarini,0,0,11,3,19
SebasGalmarini,0,0,11,3,20
SebasGalmarini,0,0,11,3,21
SebasGalmarini,0,0,11,3,22
SebasGalmarini,0,0,11,3,23
SebasGalmarini,0,0,12,3,0
SebasGalmarini,0,0,12,3,1
SebasGalmarini,0,0,12,3,2
SebasGalmarini,0,0,12,3,3
SebasGalmarini,0,0,12,3,4
SebasGalmarini,0,0,12,3,5
SebasGalmarini,0,0,12,3,6
SebasGalmarini,129,210,12,3,7
SebasGalmarini,0,0,12,3,8
SebasGalmarini,11,22,12,3,9
SebasGalmarini,34,63,12,3,10
SebasGalmarini,31,37,12,3,11
SebasGalmarini,27,60,12,3,12
SebasGalmarini,0,0,12,3,13
SebasGalmarini,0,0,12,3,14
SebasGalmarini,55,84,12,3,15
